id_venta,fecha,id_producto,cantidad,total
22305,2026-01-20,PROD-002,6,150.0
22306,2026-02-12,PROD-006,3,135.75
22307,2026-01-10,PROD-005,1,100.0
22308,2026-01-04,PROD-002,4,100.0
22309,2026-02-18,PROD-002,8,200.0
22310,2026-02-21,PROD-005,6,600.0
22311,2026-01-09,PROD-005,7,700.0
22312,2026-01-12,PROD-005,5,500.0
22313,2026-01-07,PROD-001,5,77.5
22314,2026-02-21,PROD-001,3,46.5
22315,2026-01-08,PROD-002,10,250.0
22316,2026-02-07,PROD-001,6,93.0
22317,2026-01-22,PROD-002,7,175.0
22318,2026-02-10,PROD-002,3,75.0
22319,2026-01-07,PROD-002,6,150.0
22320,2026-01-05,PROD-006,1,45.25
22321,2026-01-26,PROD-002,10,250.0
22322,2026-01-03,PROD-004,9,45.0
22323,2026-02-16,PROD-002,5,125.0
22324,2026-02-17,PROD-001,1,15.5
22325,2026-02-11,PROD-002,5,125.0
22326,2026-02-03,PROD-003,3,32.97
22327,2026-03-01,PROD-004,8,40.0
22328,2026-01-13,PROD-001,9,139.5
22329,2026-01-04,PROD-001,7,108.5
22330,2026-01-14,PROD-002,4,100.0
22331,2026-01-25,PROD-003,6,65.94
22332,2026-01-26,PROD-004,6,30.0
22333,2026-01-08,PROD-005,6,600.0
22334,2026-01-01,PROD-003,9,98.91
22335,2026-02-13,PROD-003,4,43.96
22336,2026-01-09,PROD-001,2,31.0
22337,2026-02-28,PROD-005,9,900.0
22338,2026-02-26,PROD-006,9,407.25
22339,2026-01-03,PROD-002,4,100.0
22340,2026-01-07,PROD-006,9,407.25
22341,2026-01-09,PROD-006,6,271.5
22342,2026-02-22,PROD-006,10,452.5
22343,2026-01-27,PROD-006,2,90.5
22344,2026-01-22,PROD-005,2,200.0
22345,2026-02-02,PROD-002,2,50.0
22346,2026-01-12,PROD-006,4,181.0
22347,2026-03-01,PROD-005,3,300.0
22348,2026-02-11,PROD-004,9,45.0
22349,2026-02-20,PROD-003,8,87.92
22350,2026-01-11,PROD-001,4,62.0
22351,2026-01-12,PROD-002,10,250.0
22352,2026-02-03,PROD-003,10,109.9
22353,2026-02-28,PROD-005,6,600.0
22354,2026-02-16,PROD-004,3,15.0
22355,2026-01-07,PROD-003,8,87.92
22356,2026-01-20,PROD-005,6,600.0
22357,2026-02-14,PROD-005,5,500.0
22358,2026-02-10,PROD-004,7,35.0
22359,2026-01-16,PROD-003,8,87.92
22360,2026-02-16,PROD-006,8,362.0
22361,2026-02-27,PROD-002,1,25.0
22362,2026-01-20,PROD-006,5,226.25
22363,2026-02-27,PROD-005,8,800.0
22364,2026-01-29,PROD-001,1,15.5
22365,2026-01-10,PROD-004,10,50.0
22366,2026-01-11,PROD-004,4,20.0
22367,2026-02-03,PROD-001,4,62.0
22368,2026-02-12,PROD-006,9,407.25
22369,2026-01-27,PROD-006,4,181.0
22370,2026-02-16,PROD-005,3,300.0
22371,2026-01-15,PROD-004,2,10.0
22372,2026-01-22,PROD-002,3,75.0
22373,2026-02-10,PROD-005,9,900.0
22374,2026-02-21,PROD-003,5,54.95
22375,2026-02-25,PROD-002,6,150.0
22376,2026-01-12,PROD-005,8,800.0
22377,2026-02-05,PROD-001,2,31.0
22378,2026-02-10,PROD-002,7,175.0
22379,2026-01-20,PROD-006,10,452.5
22380,2026-02-27,PROD-003,1,10.99
22381,2026-02-16,PROD-006,3,135.75
22382,2026-01-25,PROD-002,5,125.0
22383,2026-01-05,PROD-004,6,30.0
22384,2026-01-17,PROD-004,7,35.0
22385,2026-01-11,PROD-002,4,100.0
22386,2026-01-01,PROD-005,1,100.0
22387,2026-02-04,PROD-004,8,40.0
22388,2026-01-12,PROD-003,9,98.91
22389,2026-02-12,PROD-006,10,452.5
22390,2026-02-28,PROD-004,4,20.0
22391,2026-02-02,PROD-003,9,98.91
22392,2026-02-18,PROD-004,3,15.0
22393,2026-02-11,PROD-006,7,316.75
22394,2026-02-10,PROD-004,9,45.0
22395,2026-02-10,PROD-006,4,181.0
22396,2026-01-26,PROD-004,8,40.0
22397,2026-02-25,PROD-002,9,225.0
22398,2026-01-17,PROD-006,1,45.25
22399,2026-02-10,PROD-001,2,31.0
22400,2026-01-11,PROD-002,8,200.0
22401,2026-02-15,PROD-001,8,124.0
22402,2026-02-13,PROD-003,5,54.95
22403,2026-01-24,PROD-002,1,25.0
22404,2026-03-01,PROD-003,3,32.97
22405,2026-02-14,PROD-003,1,10.99
22406,2026-01-07,PROD-006,6,271.5
22407,2026-01-25,PROD-001,3,46.5
22408,2026-02-05,PROD-002,5,125.0
22409,2026-01-30,PROD-001,4,62.0
22410,2026-01-07,PROD-005,9,900.0
22411,2026-02-05,PROD-001,8,124.0
22412,2026-01-13,PROD-002,10,250.0
22413,2026-02-26,PROD-002,2,50.0
22414,2026-02-22,PROD-001,2,31.0
22415,2026-01-13,PROD-004,6,30.0
22416,2026-01-02,PROD-001,3,46.5
22417,2026-01-24,PROD-002,3,75.0
22418,2026-02-01,PROD-001,3,46.5
22419,2026-01-17,PROD-003,7,76.93
22420,2026-02-24,PROD-006,1,45.25
22421,2026-01-22,PROD-005,4,400.0
22422,2026-01-05,PROD-002,1,25.0
22423,2026-01-13,PROD-006,1,45.25
22424,2026-01-06,PROD-001,10,155.0
22425,2026-02-19,PROD-005,9,900.0
22426,2026-01-10,PROD-004,9,45.0
22427,2026-02-23,PROD-001,5,77.5
22428,2026-02-11,PROD-003,1,10.99
22429,2026-02-12,PROD-001,7,108.5
22430,2026-01-02,PROD-006,6,271.5
22431,2026-02-05,PROD-003,1,10.99
22432,2026-02-07,PROD-002,10,250.0
22433,2026-01-26,PROD-003,7,76.93
22434,2026-02-14,PROD-005,5,500.0
22435,2026-01-25,PROD-002,2,50.0
22436,2026-01-11,PROD-004,5,25.0
22437,2026-01-07,PROD-002,5,125.0
22438,2026-01-26,PROD-004,5,25.0
22439,2026-01-20,PROD-003,5,54.95
22440,2026-01-02,PROD-005,2,200.0
22441,2026-01-15,PROD-004,10,50.0
22442,2026-02-26,PROD-006,8,362.0
22443,2026-02-10,PROD-001,2,31.0
22444,2026-02-21,PROD-005,9,900.0
22445,2026-02-20,PROD-001,2,31.0
22446,2026-01-07,PROD-004,5,25.0
22447,2026-01-30,PROD-001,1,15.5
22448,2026-02-08,PROD-002,7,175.0
22449,2026-01-24,PROD-002,4,100.0
22450,2026-02-04,PROD-006,3,135.75
22451,2026-02-22,PROD-002,6,150.0
22452,2026-01-08,PROD-005,6,600.0
22453,2026-01-30,PROD-005,1,100.0
22454,2026-01-29,PROD-001,5,77.5
22455,2026-01-27,PROD-004,1,5.0
22456,2026-02-27,PROD-005,9,900.0
22457,2026-01-19,PROD-001,7,108.5
22458,2026-02-22,PROD-004,3,15.0
22459,2026-02-03,PROD-004,1,5.0
22460,2026-01-06,PROD-001,6,93.0
22461,2026-01-08,PROD-005,8,800.0
22462,2026-01-21,PROD-006,3,135.75
22463,2026-02-28,PROD-001,4,62.0
22464,2026-01-19,PROD-006,8,362.0
22465,2026-02-15,PROD-004,7,35.0
22466,2026-02-14,PROD-003,2,21.98
22467,2026-01-17,PROD-001,4,62.0
22468,2026-01-06,PROD-006,10,452.5
22469,2026-01-23,PROD-002,5,125.0
22470,2026-01-26,PROD-002,1,25.0
22471,2026-02-06,PROD-001,9,139.5
22472,2026-01-04,PROD-006,2,90.5
22473,2026-02-28,PROD-004,6,30.0
22474,2026-01-25,PROD-001,5,77.5
22475,2026-01-11,PROD-006,10,452.5
22476,2026-02-08,PROD-001,3,46.5
22477,2026-02-17,PROD-005,2,200.0
22478,2026-02-19,PROD-005,5,500.0
22479,2026-01-21,PROD-005,6,600.0
22480,2026-02-14,PROD-001,7,108.5
22481,2026-01-11,PROD-002,9,225.0
22482,2026-02-20,PROD-005,1,100.0
22483,2026-01-10,PROD-003,2,21.98
22484,2026-01-18,PROD-005,1,100.0
22485,2026-01-09,PROD-001,8,124.0
22486,2026-01-29,PROD-004,3,15.0
22487,2026-01-09,PROD-004,5,25.0
22488,2026-02-08,PROD-006,8,362.0
22489,2026-01-19,PROD-001,10,155.0
22490,2026-02-03,PROD-003,10,109.9
22491,2026-02-14,PROD-001,2,31.0
22492,2026-01-11,PROD-006,2,90.5
22493,2026-01-18,PROD-004,6,30.0
22494,2026-02-27,PROD-002,6,150.0
22495,2026-01-12,PROD-002,2,50.0
22496,2026-01-20,PROD-003,4,43.96
22497,2026-01-28,PROD-005,1,100.0
22498,2026-01-24,PROD-001,9,139.5
22499,2026-02-15,PROD-004,7,35.0
22500,2026-01-30,PROD-002,1,25.0
22501,2026-01-19,PROD-005,2,200.0
22502,2026-02-07,PROD-004,4,20.0
22503,2026-02-20,PROD-006,7,316.75
22504,2026-02-07,PROD-003,8,87.92
22505,2026-02-28,PROD-006,4,181.0
22506,2026-02-13,PROD-001,3,46.5
22507,2026-01-30,PROD-003,2,21.98
22508,2026-01-13,PROD-002,8,200.0
22509,2026-02-12,PROD-001,4,62.0
22510,2026-02-11,PROD-006,9,407.25
22511,2026-01-03,PROD-003,5,54.95
22512,2026-02-04,PROD-006,8,362.0
22513,2026-02-10,PROD-001,5,77.5
22514,2026-02-07,PROD-006,6,271.5
22515,2026-01-28,PROD-003,7,76.93
22516,2026-01-05,PROD-002,7,175.0
22517,2026-01-12,PROD-003,2,21.98
22518,2026-01-22,PROD-001,10,155.0
22519,2026-02-20,PROD-003,5,54.95
22520,2026-02-02,PROD-004,9,45.0
22521,2026-02-09,PROD-002,10,250.0
22522,2026-01-05,PROD-005,6,600.0
22523,2026-02-20,PROD-002,5,125.0
22524,2026-02-23,PROD-006,7,316.75
22525,2026-02-28,PROD-005,2,200.0
22526,2026-01-11,PROD-006,10,452.5
22527,2026-01-09,PROD-001,3,46.5
22528,2026-01-03,PROD-003,3,32.97
22529,2026-03-01,PROD-001,4,62.0
22530,2026-02-28,PROD-002,5,125.0
22531,2026-02-08,PROD-004,5,25.0
22532,2026-02-18,PROD-001,5,77.5
22533,2026-02-13,PROD-004,8,40.0
22534,2026-02-07,PROD-002,7,175.0
22535,2026-01-01,PROD-003,8,87.92
22536,2026-01-01,PROD-006,3,135.75
22537,2026-02-17,PROD-001,6,93.0
22538,2026-01-14,PROD-002,2,50.0
22539,2026-01-01,PROD-003,2,21.98
22540,2026-02-05,PROD-004,4,20.0
22541,2026-02-19,PROD-005,8,800.0
22542,2026-01-27,PROD-004,5,25.0
22543,2026-02-02,PROD-004,2,10.0
22544,2026-01-08,PROD-002,1,25.0
22545,2026-01-11,PROD-001,5,77.5
22546,2026-02-27,PROD-003,8,87.92
22547,2026-01-26,PROD-006,7,316.75
22548,2026-02-01,PROD-004,3,15.0
22549,2026-02-13,PROD-005,5,500.0
22550,2026-02-24,PROD-004,10,50.0
22551,2026-01-25,PROD-003,8,87.92
22552,2026-01-30,PROD-006,9,407.25
22553,2026-01-09,PROD-006,6,271.5
22554,2026-01-13,PROD-006,4,181.0
22555,2026-01-19,PROD-001,7,108.5
22556,2026-01-02,PROD-002,5,125.0
22557,2026-01-25,PROD-002,5,125.0
22558,2026-02-14,PROD-006,1,45.25
22559,2026-02-19,PROD-003,9,98.91
22560,2026-02-11,PROD-002,10,250.0
22561,2026-01-06,PROD-002,7,175.0
22562,2026-01-10,PROD-006,4,181.0
22563,2026-01-25,PROD-004,4,20.0
22564,2026-02-05,PROD-003,9,98.91
22565,2026-01-31,PROD-006,7,316.75
22566,2026-01-06,PROD-003,1,10.99
22567,2026-01-19,PROD-001,10,155.0
22568,2026-01-01,PROD-003,9,98.91
22569,2026-01-04,PROD-002,5,125.0
22570,2026-01-19,PROD-001,3,46.5
22571,2026-02-23,PROD-006,5,226.25
22572,2026-02-19,PROD-001,9,139.5
22573,2026-02-06,PROD-006,1,45.25
22574,2026-02-20,PROD-006,8,362.0
22575,2026-02-01,PROD-004,5,25.0
22576,2026-01-24,PROD-001,2,31.0
22577,2026-02-21,PROD-002,6,150.0
22578,2026-03-01,PROD-001,1,15.5
22579,2026-02-15,PROD-003,9,98.91
22580,2026-02-27,PROD-001,5,77.5
22581,2026-01-12,PROD-004,3,15.0
22582,2026-02-21,PROD-003,1,10.99
22583,2026-02-19,PROD-006,5,226.25
22584,2026-01-11,PROD-006,6,271.5
22585,2026-02-26,PROD-005,2,200.0
22586,2026-02-07,PROD-001,1,15.5
22587,2026-02-11,PROD-003,3,32.97
22588,2026-01-25,PROD-005,6,600.0
22589,2026-01-19,PROD-006,10,452.5
22590,2026-01-06,PROD-001,9,139.5
22591,2026-02-18,PROD-005,6,600.0
22592,2026-01-10,PROD-004,3,15.0
22593,2026-01-07,PROD-002,8,200.0
22594,2026-01-09,PROD-003,3,32.97
22595,2026-01-28,PROD-002,8,200.0
22596,2026-01-30,PROD-002,4,100.0
22597,2026-01-03,PROD-002,3,75.0
22598,2026-01-13,PROD-003,5,54.95
22599,2026-01-21,PROD-006,2,90.5
22600,2026-02-12,PROD-004,5,25.0
22601,2026-02-17,PROD-004,10,50.0
22602,2026-01-28,PROD-005,10,1000.0
22603,2026-02-25,PROD-005,5,500.0
22604,2026-01-05,PROD-006,4,181.0
22605,2026-02-12,PROD-003,10,109.9
22606,2026-01-21,PROD-006,6,271.5
22607,2026-02-16,PROD-002,4,100.0
22608,2026-01-27,PROD-001,5,77.5
22609,2026-01-25,PROD-002,6,150.0
22610,2026-02-03,PROD-005,3,300.0
22611,2026-01-16,PROD-004,8,40.0
22612,2026-02-23,PROD-004,5,25.0
22613,2026-02-15,PROD-006,7,316.75
22614,2026-01-13,PROD-002,8,200.0
22615,2026-02-09,PROD-003,2,21.98
22616,2026-01-12,PROD-003,10,109.9
22617,2026-02-24,PROD-006,5,226.25
22618,2026-02-16,PROD-002,10,250.0
22619,2026-02-21,PROD-004,6,30.0
22620,2026-02-22,PROD-005,6,600.0
22621,2026-01-11,PROD-005,5,500.0
22622,2026-01-02,PROD-005,6,600.0
22623,2026-02-27,PROD-004,5,25.0
22624,2026-01-10,PROD-003,10,109.9
22625,2026-01-19,PROD-001,4,62.0
22626,2026-01-24,PROD-004,5,25.0
22627,2026-02-08,PROD-005,10,1000.0
22628,2026-02-21,PROD-003,5,54.95
22629,2026-01-23,PROD-005,2,200.0
22630,2026-01-17,PROD-005,10,1000.0
22631,2026-01-08,PROD-004,2,10.0
22632,2026-01-24,PROD-001,9,139.5
22633,2026-02-26,PROD-006,8,362.0
22634,2026-01-08,PROD-005,6,600.0
22635,2026-01-25,PROD-002,2,50.0
22636,2026-01-20,PROD-002,5,125.0
22637,2026-02-17,PROD-005,6,600.0
22638,2026-01-07,PROD-001,4,62.0
22639,2026-02-18,PROD-003,9,98.91
22640,2026-02-19,PROD-005,10,1000.0
22641,2026-01-04,PROD-004,5,25.0
22642,2026-02-03,PROD-002,4,100.0
22643,2026-02-03,PROD-004,3,15.0
22644,2026-01-10,PROD-004,6,30.0
22645,2026-02-06,PROD-004,9,45.0
22646,2026-01-19,PROD-003,8,87.92
22647,2026-02-03,PROD-005,9,900.0
22648,2026-01-25,PROD-003,1,10.99
22649,2026-01-31,PROD-003,5,54.95
22650,2026-02-13,PROD-003,2,21.98
22651,2026-01-30,PROD-005,4,400.0
22652,2026-01-25,PROD-001,10,155.0
22653,2026-01-13,PROD-002,8,200.0
22654,2026-02-01,PROD-002,7,175.0
22655,2026-02-13,PROD-004,9,45.0
22656,2026-01-06,PROD-004,3,15.0
22657,2026-02-15,PROD-001,4,62.0
22658,2026-01-12,PROD-003,10,109.9
22659,2026-02-16,PROD-001,3,46.5
22660,2026-01-07,PROD-004,7,35.0
22661,2026-01-30,PROD-006,2,90.5
22662,2026-01-19,PROD-005,6,600.0
22663,2026-01-12,PROD-002,4,100.0
22664,2026-01-23,PROD-005,1,100.0
22665,2026-01-10,PROD-001,9,139.5
22666,2026-02-09,PROD-005,10,1000.0
22667,2026-01-31,PROD-004,9,45.0
22668,2026-01-15,PROD-002,8,200.0
22669,2026-01-21,PROD-006,2,90.5
22670,2026-02-11,PROD-002,6,150.0
22671,2026-02-17,PROD-005,1,100.0
22672,2026-02-27,PROD-001,8,124.0
22673,2026-02-06,PROD-004,3,15.0
22674,2026-02-10,PROD-002,7,175.0
22675,2026-01-05,PROD-002,8,200.0
22676,2026-01-04,PROD-002,7,175.0
22677,2026-01-13,PROD-005,3,300.0
22678,2026-01-10,PROD-005,1,100.0
22679,2026-02-20,PROD-005,5,500.0
22680,2026-01-11,PROD-004,6,30.0
22681,2026-02-23,PROD-004,3,15.0
22682,2026-03-01,PROD-002,3,75.0
22683,2026-02-04,PROD-002,2,50.0
22684,2026-01-06,PROD-006,3,135.75
22685,2026-02-23,PROD-005,4,400.0
22686,2026-02-24,PROD-001,5,77.5
22687,2026-02-05,PROD-002,10,250.0
22688,2026-01-02,PROD-005,9,900.0
22689,2026-01-30,PROD-001,7,108.5
22690,2026-02-23,PROD-005,10,1000.0
22691,2026-02-21,PROD-002,8,200.0
22692,2026-01-06,PROD-006,4,181.0
22693,2026-02-22,PROD-005,6,600.0
22694,2026-02-08,PROD-005,6,600.0
22695,2026-01-24,PROD-002,4,100.0
22696,2026-02-23,PROD-005,3,300.0
22697,2026-01-30,PROD-001,5,77.5
22698,2026-01-05,PROD-005,5,500.0
22699,2026-02-19,PROD-002,2,50.0
22700,2026-02-10,PROD-006,2,90.5
22701,2026-01-21,PROD-004,10,50.0
22702,2026-01-03,PROD-006,4,181.0
22703,2026-01-08,PROD-002,8,200.0
22704,2026-02-23,PROD-001,8,124.0
22705,2026-02-26,PROD-003,3,32.97
22706,2026-01-23,PROD-003,1,10.99
22707,2026-01-16,PROD-006,5,226.25
22708,2026-02-21,PROD-002,4,100.0
22709,2026-02-18,PROD-006,6,271.5
22710,2026-02-28,PROD-006,4,181.0
22711,2026-02-07,PROD-003,3,32.97
22712,2026-01-23,PROD-006,7,316.75
22713,2026-02-07,PROD-001,3,46.5
22714,2026-01-30,PROD-004,1,5.0
22715,2026-01-30,PROD-003,1,10.99
22716,2026-01-15,PROD-006,9,407.25
22717,2026-01-18,PROD-003,5,54.95
22718,2026-02-16,PROD-004,2,10.0
22719,2026-01-21,PROD-003,4,43.96
22720,2026-01-24,PROD-001,2,31.0
22721,2026-02-10,PROD-001,10,155.0
22722,2026-01-23,PROD-002,1,25.0
22723,2026-02-24,PROD-004,6,30.0
22724,2026-02-04,PROD-006,7,316.75
22725,2026-01-19,PROD-002,10,250.0
22726,2026-01-17,PROD-001,2,31.0
22727,2026-02-10,PROD-006,7,316.75
22728,2026-02-13,PROD-004,3,15.0
22729,2026-01-24,PROD-002,6,150.0
22730,2026-02-25,PROD-001,10,155.0
22731,2026-01-30,PROD-001,5,77.5
22732,2026-02-21,PROD-003,2,21.98
22733,2026-02-19,PROD-002,3,75.0
22734,2026-01-17,PROD-006,2,90.5
22735,2026-01-28,PROD-004,5,25.0
22736,2026-02-20,PROD-004,9,45.0
22737,2026-01-17,PROD-004,2,10.0
22738,2026-02-18,PROD-005,9,900.0
22739,2026-02-27,PROD-006,5,226.25
22740,2026-02-22,PROD-004,9,45.0
22741,2026-01-07,PROD-006,10,452.5
22742,2026-01-27,PROD-004,2,10.0
22743,2026-01-20,PROD-002,5,125.0
22744,2026-02-15,PROD-002,9,225.0
22745,2026-02-16,PROD-001,1,15.5
22746,2026-02-02,PROD-001,9,139.5
22747,2026-01-22,PROD-004,6,30.0
22748,2026-02-20,PROD-001,8,124.0
22749,2026-02-21,PROD-006,1,45.25
22750,2026-02-03,PROD-006,4,181.0
22751,2026-01-20,PROD-001,7,108.5
22752,2026-02-19,PROD-005,8,800.0
22753,2026-02-14,PROD-001,7,108.5
22754,2026-01-19,PROD-001,4,62.0
22755,2026-02-14,PROD-004,3,15.0
22756,2026-01-31,PROD-006,9,407.25
22757,2026-02-27,PROD-004,5,25.0
22758,2026-01-09,PROD-001,10,155.0
22759,2026-02-25,PROD-005,9,900.0
22760,2026-02-02,PROD-001,8,124.0
22761,2026-02-27,PROD-004,6,30.0
22762,2026-01-11,PROD-003,6,65.94
22763,2026-01-21,PROD-004,7,35.0
22764,2026-02-03,PROD-006,9,407.25
22765,2026-02-09,PROD-003,7,76.93
22766,2026-02-24,PROD-001,7,108.5
22767,2026-02-05,PROD-003,9,98.91
22768,2026-01-16,PROD-005,1,100.0
22769,2026-01-10,PROD-005,5,500.0
22770,2026-02-12,PROD-001,6,93.0
22771,2026-01-14,PROD-005,2,200.0
22772,2026-02-09,PROD-003,2,21.98
22773,2026-02-18,PROD-006,8,362.0
22774,2026-02-27,PROD-004,1,5.0
22775,2026-01-05,PROD-006,6,271.5
22776,2026-02-16,PROD-005,5,500.0
22777,2026-02-24,PROD-001,4,62.0
22778,2026-01-19,PROD-001,5,77.5
22779,2026-02-12,PROD-006,3,135.75
22780,2026-02-24,PROD-004,5,25.0
22781,2026-01-28,PROD-006,10,452.5
22782,2026-02-28,PROD-006,10,452.5
22783,2026-02-24,PROD-005,7,700.0
22784,2026-02-27,PROD-006,9,407.25
22785,2026-02-07,PROD-002,10,250.0
22786,2026-01-21,PROD-002,1,25.0
22787,2026-02-11,PROD-001,5,77.5
22788,2026-01-16,PROD-005,7,700.0
22789,2026-01-20,PROD-006,6,271.5
22790,2026-02-07,PROD-005,9,900.0
22791,2026-02-20,PROD-002,7,175.0
22792,2026-03-01,PROD-004,9,45.0
22793,2026-01-30,PROD-002,6,150.0
22794,2026-01-29,PROD-001,5,77.5
22795,2026-02-20,PROD-003,6,65.94
22796,2026-01-09,PROD-002,4,100.0
22797,2026-01-18,PROD-002,8,200.0
22798,2026-02-19,PROD-003,5,54.95
22799,2026-01-13,PROD-006,4,181.0
22800,2026-01-01,PROD-005,7,700.0
22801,2026-01-24,PROD-004,9,45.0
22802,2026-01-18,PROD-005,7,700.0
22803,2026-02-05,PROD-006,5,226.25
22804,2026-01-25,PROD-003,9,98.91
22805,2026-01-26,PROD-002,8,200.0
22806,2026-01-04,PROD-001,7,108.5
22807,2026-01-13,PROD-004,9,45.0
22808,2026-01-05,PROD-001,4,62.0
22809,2026-01-15,PROD-003,9,98.91
22810,2026-02-27,PROD-004,1,5.0
22811,2026-02-23,PROD-003,3,32.97
22812,2026-01-04,PROD-006,10,452.5
22813,2026-02-07,PROD-005,8,800.0
22814,2026-01-07,PROD-003,4,43.96
22815,2026-01-22,PROD-001,7,108.5
22816,2026-02-27,PROD-006,7,316.75
22817,2026-01-02,PROD-003,8,87.92
22818,2026-02-21,PROD-005,10,1000.0
22819,2026-01-16,PROD-002,6,150.0
22820,2026-02-11,PROD-005,7,700.0
22821,2026-02-16,PROD-002,2,50.0
22822,2026-01-19,PROD-001,3,46.5
22823,2026-01-08,PROD-002,10,250.0
22824,2026-02-12,PROD-006,8,362.0
22825,2026-01-16,PROD-003,2,21.98
22826,2026-01-29,PROD-003,5,54.95
22827,2026-01-18,PROD-005,1,100.0
22828,2026-01-28,PROD-001,8,124.0
22829,2026-01-20,PROD-002,5,125.0
22830,2026-02-10,PROD-005,7,700.0
22831,2026-02-18,PROD-002,8,200.0
22832,2026-01-30,PROD-006,10,452.5
22833,2026-02-28,PROD-001,6,93.0
22834,2026-02-19,PROD-006,4,181.0
22835,2026-02-26,PROD-003,10,109.9
22836,2026-02-10,PROD-005,1,100.0
22837,2026-02-07,PROD-001,9,139.5
22838,2026-02-01,PROD-006,5,226.25
22839,2026-01-10,PROD-004,6,30.0
22840,2026-02-13,PROD-003,5,54.95
22841,2026-01-12,PROD-002,7,175.0
22842,2026-01-23,PROD-005,1,100.0
22843,2026-01-23,PROD-006,9,407.25
22844,2026-01-22,PROD-003,8,87.92
22845,2026-01-15,PROD-001,1,15.5
22846,2026-02-11,PROD-001,1,15.5
22847,2026-02-26,PROD-002,1,25.0
22848,2026-02-12,PROD-006,2,90.5
22849,2026-01-08,PROD-003,7,76.93
22850,2026-02-22,PROD-006,1,45.25
22851,2026-02-12,PROD-005,3,300.0
22852,2026-02-08,PROD-006,2,90.5
22853,2026-01-09,PROD-001,2,31.0
22854,2026-01-02,PROD-003,9,98.91
22855,2026-02-08,PROD-005,3,300.0
22856,2026-02-09,PROD-006,7,316.75
22857,2026-02-16,PROD-002,3,75.0
22858,2026-02-11,PROD-002,7,175.0
22859,2026-02-25,PROD-005,3,300.0
22860,2026-01-07,PROD-001,9,139.5
22861,2026-02-17,PROD-003,7,76.93
22862,2026-02-14,PROD-005,4,400.0
22863,2026-02-27,PROD-001,5,77.5
22864,2026-01-14,PROD-006,3,135.75
22865,2026-01-04,PROD-006,1,45.25
22866,2026-01-23,PROD-004,9,45.0
22867,2026-01-19,PROD-003,5,54.95
22868,2026-01-19,PROD-003,6,65.94
22869,2026-02-28,PROD-006,5,226.25
22870,2026-01-01,PROD-002,1,25.0
22871,2026-02-14,PROD-004,1,5.0
22872,2026-01-18,PROD-001,4,62.0
22873,2026-01-31,PROD-004,3,15.0
22874,2026-02-13,PROD-001,7,108.5
22875,2026-01-20,PROD-002,8,200.0
22876,2026-01-10,PROD-003,4,43.96
22877,2026-01-30,PROD-002,4,100.0
22878,2026-01-19,PROD-001,6,93.0
22879,2026-01-15,PROD-006,6,271.5
22880,2026-01-08,PROD-001,6,93.0
22881,2026-01-13,PROD-002,3,75.0
22882,2026-02-16,PROD-004,2,10.0
22883,2026-02-19,PROD-006,9,407.25
22884,2026-02-12,PROD-003,2,21.98
22885,2026-01-12,PROD-003,2,21.98
22886,2026-02-27,PROD-005,3,300.0
22887,2026-01-25,PROD-001,7,108.5
22888,2026-01-24,PROD-005,4,400.0
22889,2026-02-16,PROD-003,4,43.96
22890,2026-02-16,PROD-006,4,181.0
22891,2026-01-12,PROD-005,9,900.0
22892,2026-02-07,PROD-001,2,31.0
22893,2026-01-29,PROD-001,8,124.0
22894,2026-02-14,PROD-005,9,900.0
22895,2026-01-24,PROD-001,5,77.5
22896,2026-01-18,PROD-001,4,62.0
22897,2026-02-28,PROD-004,3,15.0
22898,2026-01-26,PROD-002,10,250.0
22899,2026-02-02,PROD-002,5,125.0
22900,2026-01-24,PROD-006,3,135.75
22901,2026-02-05,PROD-001,2,31.0
22902,2026-02-26,PROD-006,8,362.0
22903,2026-02-27,PROD-002,5,125.0
22904,2026-01-16,PROD-002,3,75.0
22905,2026-02-01,PROD-001,8,124.0
22906,2026-02-19,PROD-003,10,109.9
22907,2026-01-27,PROD-004,1,5.0
22908,2026-03-01,PROD-004,6,30.0
22909,2026-02-10,PROD-001,7,108.5
22910,2026-02-22,PROD-006,8,362.0
22911,2026-01-12,PROD-004,8,40.0
22912,2026-01-18,PROD-004,7,35.0
22913,2026-02-06,PROD-003,1,10.99
22914,2026-01-21,PROD-006,5,226.25
22915,2026-01-14,PROD-006,1,45.25
22916,2026-01-22,PROD-005,2,200.0
22917,2026-02-18,PROD-004,10,50.0
22918,2026-02-02,PROD-004,3,15.0
22919,2026-01-09,PROD-004,4,20.0
22920,2026-01-22,PROD-001,1,15.5
22921,2026-02-25,PROD-004,6,30.0
22922,2026-01-17,PROD-001,6,93.0
22923,2026-01-13,PROD-005,8,800.0
22924,2026-02-01,PROD-002,8,200.0
22925,2026-01-02,PROD-003,7,76.93
22926,2026-03-01,PROD-004,2,10.0
22927,2026-02-25,PROD-005,10,1000.0
22928,2026-01-02,PROD-005,9,900.0
22929,2026-01-24,PROD-003,5,54.95
22930,2026-01-05,PROD-004,8,40.0
22931,2026-02-24,PROD-006,5,226.25
22932,2026-02-06,PROD-001,9,139.5
22933,2026-01-15,PROD-004,5,25.0
22934,2026-02-25,PROD-001,2,31.0
22935,2026-02-05,PROD-004,6,30.0
22936,2026-01-27,PROD-002,8,200.0
22937,2026-02-28,PROD-005,4,400.0
22938,2026-01-16,PROD-001,4,62.0
22939,2026-01-21,PROD-002,2,50.0
